,global_seq,global_emo,local_seq,local_emo
123,"Come on, Tara. Let’ s go up to the window and buy two tickets. The movie is starting in a few minutes. We can’ t break into the line. Don’ t be so impatient. We’ ll be at the front of the line soon. Two tickets, please. How much are they? Oh no, Ari. I didn’ t mean for you to pay for me when I invited you to go tonight. Let’ s go Dutch. I’ ll pay my own way. I insist.",0,I’ m looking forward to this film. I read a good review of it in this morning’ s newspaper.,0
124,"Do you often buy magazines? I buy a computer magazine every month. It keeps me up-to date with all the latest developments. Why don’ t you find the information on the internet instead? Sometimes it takes too long to find the exact information you are looking for. Besides, I like to read a magazine in a coffee bar sometimes.",0,Do you have an online edition of that magazine?,0
125,"Mumm. Those burgers smell great. It's perfect day for a barbecue. It sure is. I'm glad it didn't rain. My name's Mike Gates, by the way. Oh, hi! I'm Barbara Johnson. Nice to meet you. I'm sorry. What's your name again?",4,"Barbara. But please, just call me Barb.",4
126,So Barb... what do you do? I'm studying medicine. Really? Where? At Harvard. What about you?,4,I'm an engineer at IBM.,4
127,Wow! I can't believe I'm standing here! What are you so excited about? I'm standing in front of an exquisite work of art! What's the big deal? It's just a picture of some woman.,0,"I've seen it so many times in books, but I never imagined I'd get to see it in person.",4
128,"There are tons of other paintings that I think are better. Maybe so, but do you have any idea how much this one is worth? No, how much is it worth? About 80 million dollars.",4,Whoa.,6
129,"hey, Maris, are you a part-timer? part-timer? Is that a new buzzword? oh, it’ s pretty popular among my classmates these days. So are you? sure, I have a part-time job as a bartender.",0,cool! It must be amazing to work at a bar!,4
130,"yeah, but I’ m not there for fun. I have to remain professional and if I get distracted, the manager would be pretty upset. that’ s true. I’ m wondering did you learn anything from the job? of course. There’ s always much to learn. I got to know more about the real world. you mean you got working experience, right?",0,not just working experience. I would say the biggest lesson I learned is how to deal with people from all walks of life.,0
131,"it must be very demanding. sometimes it is. But after working for a few weeks, it’ s easy to figure out. really? It sounds interesting. maybe you can come to the bar one day and I’ ll show you around.",0,great. I’ m looking forward to it.,4
132,"Have you seen that house? Yes, it looks interesting. You're right. I love it very much. It must be old.",4,At least more than 100 years old.,4
133,Let's enter it! I can't open the door. It must be locked. Let me ask the old woman in that reception office.,0,She can't answer you.,0
134,"Jim, how was your weekend? I went to the beach with my friends and had a barbecue there. That sounds like a lot of fun. Did you go swimming, too? Sure. I think it’ s a fantastic place to go.",4,I couldn’ t agree more. That’ s an ideal place for a vacation.,4
135,We're having a sixties party next week. Do you want to come? What is a sixties party? You come dressed in anything from the sixties. That sounds like fun. But where can I get clothes that old?,4,Check out your mom's closet. I'll bet she still has something.,4
136,"I want to improve my handwriting, and I've practiced it for several weeks, but nothing happened. You see, my handwriting is still bad. Oh, come on. You know it's a long process, you have to be patient. I know it, but I don't know when I can make it better. A, whatever you do, the most important is perseverance. So you have to hang on there, the longer, the better. Then some day, you will find you've already made a lot of progress.",0,"Yeah, you are right. I must stop complaining and stick to it every day.",4
137,"I’ m so excited, mother. Oh, a new baby! My first grandchild. And my first nephew. He looks a lot like you, mum. He does. Do you think so? Well, I guess. He does look a lot like me. Oh, he’ s got Richard’ s eyes though.",4,"Yes, he does have Richard’ s eyes. The baby even looks like you than Richard does.",4
138,The music has started. How do you like this waltz? It's very nice. May I ask you for a dance?,4,Certainly.,4
139,"Do you speak only English in the class, or does your teacher explain everything to you in Spanish? Oh, we never speak Spanish in class! Miss.Parker speaks to us only in English. I suppose she's right. Does she speak English very slowly? Not always. Sometimes we don't understand her. Then she has to repeat what she said.",0,It must be interesting to study English.,0
140,"Doris, I'm glad you're home. I'm terrified. I don't know what to do! What is it? What happened? I think someone is stalking me. No, it can't be. Really? Who?",6,"I don't know. I saw him the first time Tuesday. He was at the cafe. I noticed he was looking at me a lot. Not just the usual looking, but staring.He just kept staring at me. He didn't stop.",0
141,"What did you do? I didn't do anything. Finally, he left.But then I saw him again today. Outside the shoe store. Near the cafe. I went into a CD store and pretended I was looking at CD's. But then he came in too. Did he leave when you left? Yes. Then I noticed he was on the sidewalk behind me. He was following me.",0,What did you do?,0
